frame,ball_x,ball_y,player_with_possession,team_with_possession,min_distance
1000,-0.35614422872775786,0.2815506391391047,home_120,home,0.4539928127798147
1001,-0.36995797786426043,0.29239877614816306,home_120,home,0.4715569421378039
1002,-0.37907335335501946,0.29955458900455345,home_120,home,0.4831454843186536
1003,-0.3847529156938992,0.30401657482691635,home_120,home,0.49036811061124963
1004,-0.3885338857537007,0.3069885473118573,home_120,home,0.49517729002804056
1005,-0.39488682089877253,0.3119775069199812,home_120,home,0.5032549713053476
1006,-0.43070634505494326,0.3400591562924972,home_120,home,0.5487697016499298
1007,-0.44826710055219776,0.3538412876984141,home_120,home,0.5710928561254693
1008,-0.4510402300777844,0.35602968912435046,home_120,home,0.5746254681848015
1009,-0.47730820481600233,0.3765275914117298,home_120,home,0.6079441993135499
1010,-0.4776210593893638,0.3767429316488362,home_120,home,0.6083231977490073
1011,-0.47616057205341,0.3755838020822535,home_120,home,0.60645864060527
1012,-0.4747426662991214,0.3744659419501897,home_120,home,0.6046530748168256
1013,-0.4729538430131985,0.3730611178808899,home_120,home,0.6023785647709358
1014,-0.4730780627130524,0.37316001103238,home_120,home,0.6025373409623844
1015,-0.47316501650295,0.3732292362384232,home_120,home,0.6026484842969023
1016,-0.4732258841558785,0.3732776938826533,home_120,home,0.6027262846313115
1017,-0.4732684915129283,0.3733116142336144,home_120,home,0.6027807448655188
1018,-0.4732983468450334,0.3733353587986692,home_120,home,0.6028188909246065
1019,-0.47331945799689445,0.3733521726277298,home_120,home,0.6028458792463627
1020,-0.5366829462956609,0.4230551233662183,home_120,home,0.683377071791992
1021,-0.5619809558205955,0.4428830779625552,home_120,home,0.7155194025675452
1022,-0.5144900145025222,0.4055099065888359,home_120,home,0.6550864518248656
1023,-0.5094335392407936,0.4014949608517336,home_120,home,0.6486298902245689
1024,-0.5940518844240923,0.46772058365142194,home_120,home,0.7560821289774292
1025,-0.6387331872087606,0.5026909464041026,home_120,home,0.8128211808500773
1026,-0.6699526111101887,0.527122884633256,home_120,home,0.852464096978544
1027,-0.6901777856586,0.5429515338966616,home_120,home,0.8781467667635895
1028,-0.707343815711626,0.5563850496918173,home_120,home,0.8999442189080659
1029,-0.7083482236457247,0.557173550945717,home_120,home,0.9012211558854536
1030,-0.7086270351321917,0.5573936766959374,home_120,home,0.9015763892986859
1031,-0.7088858913397896,0.5575976272394434,home_120,home,0.9019059379135195
1032,-0.6749073202305448,0.5310022308440181,home_120,home,0.8587568107806185
1033,-0.6730739439215021,0.5295796866874277,home_120,home,0.8564363248590052
1034,-0.6688123124549185,0.526252414927964,home_120,home,0.851029678394831
1035,-0.6648823135868095,0.5231811503902783,home_120,home,0.8460419652973743
1036,-0.6605618792172041,0.5198021014643409,home_120,home,0.8405570896504944
1037,-0.6880185214160577,0.5413109050130035,home_120,home,0.875435309830221
1038,-0.7998498449912402,0.6288791855091024,home_120,home,1.0174717708610412
1039,-0.8170330714938681,0.6423210718563718,home_120,home,1.039287928952041
1040,-0.7693692672280431,0.6049648803826009,home_120,home,0.9787295723801087
1041,-0.7575873013999274,0.5957252855699113,home_120,home,0.9637567821342565
1042,-0.7462671314659033,0.5868614904806911,home_120,home,0.9493792922302267
1043,-0.7359422001242665,0.5787797602251892,home_120,home,0.9362675540517643
1044,-0.7300640999279819,0.5741789685031489,home_120,home,0.9288030350267996
1045,-0.8196122119495876,0.6442303199522041,home_120,home,1.042495507483181
1046,-0.8726529933647111,0.6857468719665428,home_120,home,1.109852251085832
1047,-0.9023647253552979,0.7089965503765799,home_120,home,1.1475792809263472
1048,-1.0545540957487085,0.827985835263606,home_120,home,1.340762799400978
1049,-1.1550509370240958,0.9065309446845242,home_120,home,1.4683123035617651
1050,-1.2081415859168672,0.9480134312791669,home_120,home,1.5356873241345137
1051,-1.375593430141807,1.0789692518954168,home_120,home,1.748265406505848
1052,-1.474948171099265,1.1566523813267917,home_120,home,1.8743843892483751
1053,-1.5416807397694854,1.2088299269287544,home_120,home,1.9590939986674365
1054,-1.6589589678386398,1.3006585788501281,home_120,home,2.108045918785613
1055,-1.7993955674870474,1.4105401451950894,home_120,home,2.28636128149053
1056,-1.9090363972409334,1.4963128616365626,home_120,home,2.425566355697086
1057,-2.2445389380686533,1.7585528231455938,home_120,home,2.8513966886948046
1058,-2.574400866648057,2.0164145562019162,home_120,home,3.2700867702036955
1059,-2.7818090866536402,2.178523979341341,home_120,home,3.5333310803198152
1060,-3.162442160657548,2.476229185538939,home_120,home,4.016559647113337
1061,-3.8765390724602837,3.0346585698772572,home_120,home,4.923079099104616
1062,-4.411076140722199,3.4525850189140797,home_120,home,5.6016012025204525
1063,-5.084040798505539,3.9786452732398563,home_120,home,6.455779507630561
1064,-5.997293148953877,4.692502971267899,,none,7.614926739624431
1065,-6.276222304267714,4.910489179887529,,none,7.968931571947398
1066,-6.3798191129874,4.991473515921271,,none,8.100425900814278
1067,-6.394932179091179,5.003287961144889,,none,8.119608857408911
1068,-6.394936075363826,5.003290872801423,,none,8.119613720236186
1069,-6.394937352754678,5.003291690960996,,none,8.119615230446351
1070,-6.500727546928276,5.085951643672697,,none,8.253869562888012
